scene_name,criterion,trial_idx,seed,method_id,method_name,objective_init,objective_final,reduction_pct,time_sec,iterations,min_eigJ,min_sin_init,min_sin_final
cube,dopt,4,58,tr_sqp,TR-SQP,19.477182389381,17.8458421508911,8.37564800635324,3.70721283333333,80,0.00257503751160334,1,0.998918138585664
cube,dopt,4,58,pso,PSO,19.477182389381,17.8104433973602,8.557392741414,0.18053675,80,0.00262151367973002,1,0.139241676140598
cube,dopt,4,58,de,DE,19.477182389381,17.9987372034886,7.59065226343251,0.253174541666667,80,0.00229338126012549,1,0.0772542378125869
cube,dopt,5,59,gs_sqp,GS-SQP,18.5629876131145,17.7811457226851,4.21183220462354,0.3721635,17,0.00266224242677059,1,1
cube,dopt,5,59,iso_sqp,Iso-SQP,18.5629876131145,18.3988057040854,0.884458431212546,0.907137958333333,100,0.00217013624846137,1,1
cube,dopt,5,59,manopt,Manopt,18.5629876131145,17.7811421160463,4.21185163381709,1.709690125,50,0.00266620533424177,1,0.86963127536488
cube,dopt,5,59,tr_sqp,TR-SQP,18.5629876131145,17.8164652457269,4.02156367792996,3.7894705,80,0.00261141612102418,1,0.999080007272066
cube,dopt,5,59,pso,PSO,18.5629876131145,17.8131325927719,4.03951689227457,0.202431958333333,80,0.00260577081529072,1,0.91602292395431
cube,dopt,5,59,de,DE,18.5629876131145,17.9235230210093,3.44483660406822,0.258659875,80,0.00207987046439634,1,0.339259546117559
cube,dopt,6,60,gs_sqp,GS-SQP,18.5971234047046,17.7524910786278,4.54173641641304,0.319138791666667,19,0.00268846519500342,1,1
cube,dopt,6,60,iso_sqp,Iso-SQP,18.5971234047046,18.38806272178,1.12415602335409,0.946499541666667,100,0.0021779416090572,1,1
cube,dopt,6,60,manopt,Manopt,18.5971234047046,17.7524896359578,4.54174417390346,1.781424625,50,0.00269171268727616,1,0.957564978581549
cube,dopt,6,60,tr_sqp,TR-SQP,18.5971234047046,17.8309261401053,4.1199773100684,3.39462508333333,80,0.00254549321470099,1,0.999902083835469
cube,dopt,6,60,pso,PSO,18.5971234047046,17.8914164166124,3.79471046534905,0.161214541666667,80,0.0024022139207111,1,0.232595014582238
cube,dopt,6,60,de,DE,18.5971234047046,17.9364777670832,3.5524076667376,0.238863458333333,80,0.00215922397697995,1,0.559807965920013
cube,dopt,7,61,gs_sqp,GS-SQP,19.3694399656504,17.7971329561463,8.11746241653081,0.382545083333333,15,0.00265144421152042,1,1
cube,dopt,7,61,iso_sqp,Iso-SQP,19.3694399656504,18.4472233267244,4.76119413138135,1.01006495833333,100,0.00213543664133521,1,1
cube,dopt,7,61,manopt,Manopt,19.3694399656504,17.7971332007333,8.11746115378376,1.885819625,50,0.00265202028334611,1,0.97982036727587
cube,dopt,7,61,tr_sqp,TR-SQP,19.3694399656504,17.8066588549649,8.06828237397155,4.11136979166667,80,0.00256691683743584,1,0.998838912868121
cube,dopt,7,61,pso,PSO,19.3694399656504,17.8632391083243,7.77617143292342,0.180994375,80,0.00257874263245596,1,0.435757251088818
cube,dopt,7,61,de,DE,19.3694399656504,18.0582965388538,6.76913441545951,0.202909958333333,80,0.00193930501894454,1,0.330315825256091
cube,dopt,8,62,gs_sqp,GS-SQP,18.8920415515553,17.8024931178318,5.76723500607486,0.288635125,12,0.00264415127830178,1,1
cube,dopt,8,62,iso_sqp,Iso-SQP,18.8920415515553,18.5516086938011,1.80199083738599,0.910637875,100,0.00206240436087222,1,1
cube,dopt,8,62,manopt,Manopt,18.8920415515553,17.8024937189437,5.76723182424855,1.39544791666667,50,0.00264544276545291,1,0.85189652742072
cube,dopt,8,62,tr_sqp,TR-SQP,18.8920415515553,17.8723294530807,5.39757492959054,3.55735854166667,80,0.00246888697578671,1,0.999251052444089
cube,dopt,8,62,pso,PSO,18.8920415515553,17.8324221974819,5.60881337880686,0.1848245,80,0.00261752210023672,1,0.0529598601425093
cube,dopt,8,62,de,DE,18.8920415515553,17.9985231918393,4.72960191876348,0.202306958333333,80,0.00210050765093722,1,0.279905010233048
cube,dopt,9,63,gs_sqp,GS-SQP,19.244209009057,17.7506533774817,7.76106532033763,1.21432004166667,100,0.00269248994382566,1,1
cube,dopt,9,63,iso_sqp,Iso-SQP,19.244209009057,18.6936226763709,2.86104943272535,0.675048875,100,0.0019670559762059,1,1
cube,dopt,9,63,manopt,Manopt,19.244209009057,17.7371178448781,7.83140093453369,1.699321,50,0.00270559499247305,1,0.953715109998251
cube,dopt,9,63,tr_sqp,TR-SQP,19.244209009057,17.7721482122035,7.64937023995459,3.64540475,80,0.00261320801852035,1,0.999328178014161
cube,dopt,9,63,pso,PSO,19.244209009057,17.9779781093031,6.57980226237363,0.152800875,80,0.00249466126462564,1,0.16561312695188
cube,dopt,9,63,de,DE,19.244209009057,17.8845762737503,7.06515261119203,0.24601025,80,0.00231260106718015,1,0.329324658448248
